Rank,Error Message,Snippet IDs
2,"mismatched input '==' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['68490835_0', '73041472_0']"
2,"extraneous input 'pickWinner' expecting {'(', NL}","['68477946_0', '68485435_0']"
2,"extraneous input 'bob' expecting {',', ')'}","['68477946_0', '68485435_0']"
2,extraneous input 'alice' expecting ')',"['68477946_0', '68485435_0']"
2,"extraneous input 'withdraw' expecting {'(', NL}","['68656074_0', '74344071_0']"
2,"extraneous input '<' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['68976364_0', '70776159_0']"
2,"mismatched input '0' expecting {';', NL}","['68985070_0', '70017509_1']"
2,"mismatched input 'event' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['69025408_0', '76043242_0']"
2,no viable alternative at input 'const{ethers}',"['69063248_1', '75265576_0']"
2,no viable alternative at input 'fetch[type=httpmethod',"['69120777_0', '69754900_0']"
2,no viable alternative at input 'RuntimeError:',"['69269458_0', '69644735_6']"
2,"extraneous input ')' expecting {<EOF>, 'pragma', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'returns', 'event', 'enum', 'address', 'mapping', 'calldata', ';', 'revert', 'var', 'bool', 'string', 'byte', 'callback', 'override', Int, Uint, Byte, Fixed, Ufixed, 'constant', 'leave', 'external', 'internal', 'payable', 'private', 'public', 'virtual', 'pure', 'view', 'constructor', 'fallback', 'receive', Identifier, NL}","['69579069_0', '70721079_0']"
2,no viable alternative at input 'Argumentof',"['69900547_1', '69900547_2']"
2,"mismatched input 'fetch' expecting {';', NL}","['70017509_1', '70107436_2']"
2,"mismatched input 'encode_mwr' expecting {';', NL}","['70017509_1', '70107436_2']"
2,no viable alternative at input 'encode_mwr->',"['70017509_1', '70107436_2']"
2,no viable alternative at input 'fetch[type=bridgename',"['70107436_2', '71302194_1']"
2,"extraneous input '?' expecting {'=', ';', NL}","['70349133_0', '70776159_0']"
2,"mismatched input 'override' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}","['70387515_0', '73812789_0']"
2,"no viable alternative at input 'functioncreateObject(stringmemory_name,uint_dna)public{\nobject.push(Object(_name,_dna));\n'","['70437686_1', '70850259_0']"
2,"extraneous input '**' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['70491382_1', '72853874_0']"
2,"extraneous input '**' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['70491382_1', '70585228_0']"
2,no viable alternative at input 'Note:',"['70518810_1', '70924896_3']"
2,no viable alternative at input 'uint256public',"['70685952_0', '71168049_0']"
2,no viable alternative at input 'UncaughtTypeError:',"['70869079_1', '71148454_2']"
2,"mismatched input '+' expecting {'=', ';', NL}","['71371357_0', '72925509_0']"
2,no viable alternative at input 'NomicLabsHardhatPluginError:',"['71389974_0', '72554416_0']"
2,"mismatched input 'for' expecting {'=', ';', NL}","['71389974_0', '74609130_0']"
2,"mismatched input 'internal' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['71389974_0', '72750985_1']"
2,"mismatched input 'function' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['71564754_0', '72224409_0']"
2,"no viable alternative at input 'fetch[type=""http""method'","['71719772_0', '76328677_3']"
2,"no viable alternative at input 'multiply[type=""multiply""input'","['71719772_0', '76328677_3']"
2,no viable alternative at input 'const{assert}',"['71741432_1', '73577794_0']"
2,"mismatched input 'Contract' expecting {';', NL}","['71869681_1', '72093394_2']"
2,"mismatched input 'To' expecting {';', NL}","['71869681_1', '72093394_2']"
2,"mismatched input 'Value' expecting {';', NL}","['71869681_1', '72093394_2']"
2,"extraneous input 'ETH' expecting {';', NL}","['71869681_1', '72093394_2']"
2,no viable alternative at input 'ERC721.sol:',"['71869681_1', '72093394_2']"
2,"mismatched input '=>' expecting {';', NL}","['72222191_0', '73536755_0']"
2,"extraneous input '**' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}","['72224409_0', '72859213_0']"
2,"mismatched input 'address' expecting {'=', ';', NL}","['72224409_0', '76151667_0']"
2,no viable alternative at input 'awaitcontract',"['72255775_2', '73536755_0']"
2,no viable alternative at input '-->',"['72413453_2', '75349915_1']"
2,"extraneous input '=' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['72458692_0', '74386781_0']"
2,"extraneous input 'function' expecting {'=', ';', NL}","['72584559_2', '73347418_0']"
2,"no viable alternative at input 'it('should invoke the fallback function',async()=>'","['72584559_6', '72584559_8']"
2,no viable alternative at input 'brownierunscripts',"['72813941_1', '74344900_0']"
2,no viable alternative at input 'fetch_1[type=bridgename',"['72904936_0', '72904936_1']"
2,"mismatched input 'txh' expecting {';', NL}","['72904936_0', '72904936_1']"
2,no viable alternative at input 'parse_1[type=jsonparsepath',"['72904936_0', '72904936_1']"
2,no viable alternative at input 'fetch_2[type=bridgename',"['72904936_0', '72904936_1']"
2,no viable alternative at input 'parse_2[type=jsonparsepath',"['72904936_0', '72904936_1']"
2,no viable alternative at input 'fetch_3[type=bridgename',"['72904936_0', '72904936_1']"
2,no viable alternative at input 'parse_3[type=jsonparsepath',"['72904936_0', '72904936_1']"
2,no viable alternative at input 'fetch_4[type=bridgename',"['72904936_0', '72904936_1']"
2,no viable alternative at input 'parse_4[type=jsonparsepath',"['72904936_0', '72904936_1']"
2,no viable alternative at input 'fetch_5[type=bridgename',"['72904936_0', '72904936_1']"
2,no viable alternative at input 'parse_5[type=jsonparsepath',"['72904936_0', '72904936_1']"
2,"no viable alternative at input 'my_median_task[type=""mode""\nvalues'","['72904936_0', '72904936_1']"
2,no viable alternative at input 'encode_data[type=ethabiencode\nabi',"['72904936_0', '72904936_1']"
2,no viable alternative at input 'constevent',"['72909871_7', '73536755_0']"
2,"extraneous input '+' expecting {'=', ';', NL}","['72924778_0', '72924778_2']"
2,"mismatched input 'error' expecting {'=', ';', NL}","['73434613_0', '74764798_0']"
2,"mismatched input 'contract' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['73536755_0', '74668649_1']"
2,no viable alternative at input 'yarnrunv1',"['73544743_0', '75078416_0']"
2,no viable alternative at input 'Retrievingcompilerinformation',"['73895958_2', '74335627_0']"
2,missing '}' at 'contract',"['74267222_0', '75304549_0']"
2,no viable alternative at input 'structSomeStruct{\n.',"['74765181_0', '74765181_1']"
2,no viable alternative at input 'Uncaught(in',"['75071627_1', '75377328_0']"
1,"extraneous input '?' expecting {'from', '}', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['35848756_0']
1,"extraneous input '.' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['35545625_2']
1,"extraneous input '.' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['35545625_2']
1,no viable alternative at input 'Test:',['37649753_1']
1,no viable alternative at input 'varcontract',['40689740_2']
1,"no viable alternative at input 'functiontransferFrom(address_from,address_to,uint256_value)returns(boolsuccess){\n\nif(msg.value<FEE){\nreturnfalse;\n}\nif(!MYADDR.send(msg.value){\nthrow'",['40924990_0']
1,"extraneous input 'address' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['42951618_1']
1,"mismatched input 'shareholder' expecting {'=', ';', NL}",['42951618_1']
1,"extraneous input 'function' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['42951618_1']
1,"mismatched input '(' expecting {'{', 'is'}",['42951618_1']
1,no viable alternative at input 'functionnewShareholder()returns(addressshareholderContract){\nShareholdershareholdernew',['42951618_3']
1,no viable alternative at input 'SNTPlaceHolder(',['43341622_1']
1,"extraneous input '.' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['43527649_0']
1,no viable alternative at input 'FROM:',['44543389_2']
1,no viable alternative at input 'doMathStuff(',['44982437_0']
1,no viable alternative at input 'handleChange:',['45046289_3']
1,"extraneous input 'action2' expecting {';', NL}",['45614208_3']
1,"no viable alternative at input 'functionsell(uintamount)returns(uintrevenue){\nif(balanceOf[msg.sender]<amount)throw;\nbalanceOf[this]+=amount;\nbalanceOf[msg.sender]-=amount;\nrevenue=amount*sellPrice;\nif(!msg.sender.send(revenue)){\nthrow;\n}else{\nTransfer(msg.sender,this,amount);\nreturnrevenue;\n}\n'",['45815735_0']
1,"extraneous input '2017' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['47137414_0']
1,no viable alternative at input 'ERROR:',['47253748_1']
1,no viable alternative at input 'shouldallowsomeone',['47530664_1']
1,"extraneous input '.' expecting {'from', '}', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}",['47911527_0']
1,"extraneous input 'Common' expecting {'{', 'is'}",['47417612_3']
1,no viable alternative at input 'uint256publicMAXUINT256=2*256-1;\n\nfor',['47993204_0']
1,"extraneous input '/' expecting {<EOF>, 'pragma', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['48065343_3']
1,"no viable alternative at input 'functionsetTestArrayByPush(address_testAddr,uint_testInt)public{\ntestArray.push(TestComplex({\ntestValue:_testAddr,\ntestInt:_testInt\n}));\n{\n}\n'",['48257432_1']
1,no viable alternative at input 'structZombie{\n\n};',['48282754_1']
1,"no viable alternative at input 'transferTokens(from,to,amount,type){\nif'",['48343868_0']
1,"mismatched input '+=' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['48362797_2']
1,"extraneous input ';' expecting {'~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['48409082_0']
1,"mismatched input '}' expecting {'~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['48409082_0']
1,no viable alternative at input 'functionsortByEtherValues(stringcategory)publicviewreturns(JobStruct[]){\n.',['48521106_0']
1,no viable alternative at input '0x000000146312909485',['48797407_0']
1,no viable alternative at input 'functiongiveOutEth()onlyOwnerreturns(boolsuccess){\nfor(uinti=0;i<shares.length;i++){\n\n}\n',['48898355_0']
1,"mismatched input '.' expecting {'{', 'is'}",['48861734_1']
1,"mismatched input ')' expecting {'{', 'is'}",['48916054_0']
1,"no viable alternative at input 'functiontransferFrom(address_from,address_to,uint256_value,bytes_data)publicreturns(bool){\nrequire(_to!=address(this));\n\nsuper.transferFrom(_from,_to,_value);\n\nrequire(_to.call(_data));\nreturntrue;\n'",['48937553_0']
1,no viable alternative at input 'Amemory',['49090414_0']
1,"mismatched input '[' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['49266401_0']
1,"no viable alternative at input 'input,'",['49383663_0']
1,"mismatched input 'struct' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['49426625_0']
1,"extraneous input ')' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['49544846_1']
1,"mismatched input 'returns' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier}",['49544846_1']
1,"mismatched input 'A' expecting {',', ']'}",['49449474_4']
1,"mismatched input 'HERE' expecting {'=', ';', NL}",['49449474_4']
1,"mismatched input 'ast' expecting {';', NL}",['49709000_4']
1,"extraneous input 'files' expecting {'=', ';', NL}",['49709000_4']
1,"mismatched input 'AST' expecting {';', NL}",['49709000_4']
1,"mismatched input 'documentation' expecting {';', NL}",['49709000_4']
1,"mismatched input 'ir' expecting {';', NL}",['49709000_4']
1,"mismatched input 'assembly' expecting {';', NL}",['49709000_4']
1,"mismatched input 'format' expecting {'{', StringLiteralFragment, NL}",['49709000_4']
1,"extraneous input 'desugaring' expecting {'=', ';', NL}",['49709000_4']
1,no viable alternative at input 'evm.assembly',['49709000_4']
1,"mismatched input '-' expecting {'{', StringLiteralFragment, NL}",['49709000_4']
1,"mismatched input 'evm' expecting {';', NL}",['49709000_4']
1,"extraneous input 'object' expecting {';', NL}",['49709000_4']
1,"extraneous input 'list' expecting {';', NL}",['49709000_4']
1,"mismatched input 'mapping' expecting {';', NL}",['49709000_4']
1,mismatched input 'for' expecting '=>',['49709000_4']
1,"mismatched input 'debugging' expecting {'(', NL}",['49709000_4']
1,"mismatched input 'references' expecting {';', NL}",['49709000_4']
1,"mismatched input 'unlinked' expecting {'(', NL}",['49709000_4']
1,"mismatched input 'bytecode' expecting {';', NL}",['49709000_4']
1,mismatched input 'same' expecting ')',['49709000_4']
1,"mismatched input 'list' expecting {';', NL}",['49709000_4']
1,"extraneous input 'hashes' expecting {'(', NL}",['49709000_4']
1,"extraneous input 'evm' expecting {'(', NL}",['49709000_4']
1,"mismatched input '-' expecting {',', ')'}",['49709000_4']
1,"mismatched input 'gas' expecting {';', NL}",['49709000_4']
1,"mismatched input 'ewasm' expecting {'=', ';', NL}",['49709000_4']
1,"mismatched input 'S' expecting {';', NL}",['49709000_4']
1,"mismatched input 'format' expecting {';', NL}",['49709000_4']
1,extraneous input 'atm' expecting ')',['49709000_4']
1,"mismatched input 'binary' expecting {';', NL}",['49709000_4']
1,no viable alternative at input 'Compilationwarningsencountered',['49753254_0']
1,"no viable alternative at input 'function_transferToken(address_from,address_to,uint_value)constantpublicreturns(string)\n{\n\nif(_to==0x0)\n{\nreturn""Invalid address"";\n}\n\n\nelseif(balanceOf[_from]<_value)\n{\nreturn""insufficient tokens"";\n}\n\n\nelseif(balanceOf[_to]+_value<balanceOf[_to])\n{\nreturn""Transaction failed"";\n}\n\nelse\n{\n\nbalanceOf[_from]=balanceOf[_from]-_value;**'",['49731189_0']
1,no viable alternative at input 'ContractFactory{',['49992356_0']
1,no viable alternative at input '----------------------------------------------------------------------\nFAIL:',['50043994_3']
1,no viable alternative at input 'mapping(uint256=>function)',['49487937_0']
1,no viable alternative at input 'File:',['49526152_0']
1,no viable alternative at input 'A.sol\nimport',['48768481_0']
1,no viable alternative at input 'browser/StackOverflow:',['49959040_2']
1,no viable alternative at input 'functiontoString(addressx)returns(string){\nbytesmemoryb=newbytes(20);\nfor(uinti=0;i<20;i++)\nb[i]=byte(uint8(uint(x)/(2**(8*(19-i)))));\nreturnstring(b);\n',['50290938_1']
1,"no viable alternative at input 'functiondistribution(address[]addresses,uint256_amount)onlyOwnerpublic{\nuint256_remainingAmount=_MaxDistribPublicSupply-_CurrentDistribPublicSupply;\nrequire(addresses.length<=255);\nrequire(_amount<=_remainingAmount);\n_amount=_amount*1e18;\n\nfor(uinti=0;i<addresses.length;i++){\nrequire(_amount<=_remainingAmount);\n_CurrentDistribPublicSupply+=_amount;\nbalances[msg.sender]+=_amount;\n_totalSupply+=_amount;\nTransfer(this,addresses[i],_amount);\n}\n'",['50358605_0']
1,no viable alternative at input '_whiskyXChange2.default',['50501254_0']
1,no viable alternative at input 'inpage.js:',['50515775_0']
1,no viable alternative at input 'UncaughtError:',['50566843_1']
1,"extraneous input 'event' expecting {'from', ')', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['50454133_0']
1,"no viable alternative at input 'where,'",['51088763_0']
1,no viable alternative at input 'functionfunc(addressaddr)publicreturns(boolresult){\nCantract2c=Cantract2(addr);\nif(!c.setAddress(.',['51333536_0']
1,"extraneous input 'function' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['51336428_0']
1,"no viable alternative at input 'functiongetSummary()publicviewreturns(\nuint,uint,uint,uint,address\n){\nreturn(\nminimumContribution,\naddress(contract'",['51372365_1']
1,no viable alternative at input 'uint256privaterndExtra_=extSettings.getLongExtra();\n.',['51496073_1']
1,"mismatched input '"")""' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['51573782_0']
1,no viable alternative at input 'functionpayEntryFee()externalpayabletransitionToReveal(getPlayerCount())atStage(Stages.AcceptingEntryFees){\n.',['51601751_1']
1,"mismatched input 'strut' expecting {'=', ';', NL}",['51811011_0']
1,"extraneous input 'contract' expecting {'from', '}', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['51811011_1']
1,mismatched input '{' expecting '(',['51811011_3']
1,"mismatched input 'Reward' expecting {'{', 'is'}",['51918349_1']
1,no viable alternative at input 'browser/Untitled3.sol:',['51918349_2']
1,no viable alternative at input 'done()function',['52138753_1']
1,"extraneous input 'f' expecting {'(', NL}",['52113202_3']
1,"extraneous input 'key' expecting {',', ')'}",['52113202_3']
1,extraneous input 'value' expecting ')',['52113202_3']
1,"extraneous input 'g' expecting {'(', NL}",['52113202_3']
1,no viable alternative at input 'functionp1(uintx){\nif(x>5)\nif(x*x<20)\nXXX}',['52515714_1']
1,no viable alternative at input 'Campaign.sol**\npragma',['52582875_0']
1,no viable alternative at input 'ApproveAndCall.sol\n\ncontract',['52985370_0']
1,no viable alternative at input '-all\nprivate',['53091920_1']
1,"mismatched input 'simpleStorage' expecting {';', NL}",['52690481_1']
1,"mismatched input '(' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['52690481_1']
1,"extraneous input 'function' expecting {',', ')'}",['52690481_1']
1,"mismatched input 'contract_instance' expecting {';', NL}",['52690481_1']
1,no viable alternative at input 'classDeploymentTest:',['53135401_0']
1,no viable alternative at input 'functiontest()publicviewreturns(stringmemory){\n',['53447586_2']
1,no viable alternative at input 'functionFoo(uint_num)externalpurereturns(bool{',['53791299_0']
1,"no viable alternative at input 'it('Should give the right boolean based on the input to the external call.',\n\nasync()=>'",['53791299_2']
1,no viable alternative at input 'functionsend(address_receiverAddress)payable{\n_receiverAddress.send(msg.value);\n};',['53913206_0']
1,"extraneous input '\n' expecting {'{', ','}",['53927032_0']
1,"extraneous input 'constant' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}",['54101635_1']
1,no viable alternative at input 'structRound{\nboolisValue;\nuint32id;\nRoundStatestate;\naddress[]addresses;\nRoundBet[]bets;\nmapping(address=>bool)betUsers;\nmapping(address=>uint256)userBets;\nuint256winTicket;\nuint256amount;\nuint256lastTicket;\naddresswinner;\n}\n.',['54106709_0']
1,no viable alternative at input 'DEBUG[01-27|11:05:',['54384498_1']
1,no viable alternative at input 'contractsElection{',['54503984_0']
1,no viable alternative at input 'Invalidimplicitconversion',['54379517_0']
1,no viable alternative at input 'error:',['54360047_1']
1,no viable alternative at input 'functiongetBookAccounts()publicviewreturns(address){\n',['54133077_2']
1,"no viable alternative at input 'const{BN,'",['54348232_1']
1,no viable alternative at input 'claimStarFunc:',['54315340_2']
