Rank,Error Message,Snippet IDs
5,"extraneous input 'function' expecting {'~', 'from', ',', '(', ')', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['52690481_1', '70674359_19', '72925509_1', '73344261_4', '73434613_1']"
5,"extraneous input '.' expecting {'=', ';', NL}","['54379517_0', '68507885_3', '68484713_1', '70808477_0', '71666255_2']"
5,"mismatched input 'contract' expecting {'=', ';', NL}","['55140341_1', '57788496_0', '68507885_3', '68484713_1', '71666255_2']"
5,"extraneous input '<' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['55982661_0', '56494475_0', '61425184_1', '69465001_0', '69644735_5']"
5,"extraneous input 'let' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['62247259_1', '69576099_0', '69774377_0', '71170701_3', '72973594_1']"
5,"mismatched input 'cannot' expecting {'=', ';', NL}","['68163319_0', '72560937_0', '73443077_0', '73888188_0', '73894872_1']"
5,"mismatched input 'compiled' expecting {'=', ';', NL}","['68163319_0', '72560937_0', '73443077_0', '73888188_0', '73894872_1']"
5,no viable alternative at input 'DeclarationError:',"['68731404_0', '68785206_0', '70699192_1', '71899314_0', '72460303_0']"
5,"extraneous input 'try' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['69232462_0', '69302335_1', '70330907_0', '71343732_1', '71471252_0']"
5,"mismatched input '.' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['69887774_2', '72073475_0', '72145959_0', '72465041_3', '73191630_0']"
5,"mismatched input '0.51.0' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['69975614_1', '70002163_0', '70002163_1', '70002163_3', '70002163_4']"
5,"mismatched input 'Documents' expecting {'=', ';', NL}","['69927808_0', '69927808_1', '71035790_0', '71258898_0', '71746449_0']"
5,"extraneous input '**' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['70052775_0', '70182701_0', '70491382_1', '70585228_0', '71579675_0']"
5,mismatched input 'function' expecting ')',"['70399988_1', '72892760_0', '73344261_4', '73434613_1', '73917319_1']"
4,"mismatched input 'return' expecting {'{', 'returns', ';', NL}","['44991977_0', '67765614_0', '72339724_0', '72769139_0']"
4,"extraneous input ';' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['48282754_1', '53913206_0', '56627763_0', '73536042_0']"
4,"mismatched input '.' expecting {'{', 'is'}","['48861734_1', '70533031_0', '71343732_1', '71767046_2']"
4,no viable alternative at input 'Contract:',"['50548823_2', '62111564_0', '62592874_0', '67755049_3']"
4,"extraneous input 'public' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['53091920_1', '53135401_0', '62970535_2', '64003066_1']"
4,"mismatched input 'address' expecting {'=', ';', NL}","['54379517_0', '68632466_0', '72224409_0', '73053421_2']"
4,"extraneous input '>' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['55598440_1', '68608281_1', '72604383_0', '72924778_2']"
4,"mismatched input 'hook' expecting {';', NL}","['55598440_1', '65670482_1', '69577039_0', '71389974_0']"
4,"extraneous input 'here' expecting {'=', ';', NL}","['57268288_0', '60147040_0', '71831000_0', '72084829_0']"
4,"extraneous input '{' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['57354628_1', '57428308_3', '70937447_3', '71792535_1']"
4,"mismatched input 'is' expecting {';', NL}","['61425184_1', '67109613_0', '72067457_0', '72707307_0']"
4,no viable alternative at input 'string[]memory',"['61719400_1', '69032611_0', '72569564_0', '72569564_1']"
4,"extraneous input '/' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['62492748_0', '68625587_2', '70991884_1', '72626099_0']"
4,no viable alternative at input '\n}',"['64236628_0', '70159846_0', '71792535_1', '72193697_1']"
4,"mismatched input '/' expecting {'as', 'from'}","['64520130_2', '68391739_0', '68391739_1', '70625770_0']"
4,"extraneous input '{' expecting {'(', NL}","['67460613_0', '67460613_1', '70731710_0', '70731710_1']"
4,"mismatched input 'public' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['67703352_0', '67871713_2', '72089689_1', '72089689_2']"
4,"extraneous input '=' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'else', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['68213087_0', '72009655_0', '73434613_1', '73917319_1']"
4,"extraneous input 'public' expecting {'from', 'error', 'memory', 'storage', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}","['68477946_0', '68485435_0', '69061349_2', '73237205_3']"
4,"mismatched input 'network' expecting {';', NL}","['68597706_2', '70876767_4', '72560937_0', '72813941_1']"
4,no viable alternative at input 'Identifier:',"['68625587_2', '69725746_2', '70991884_1', '72766092_0']"
4,"extraneous input 'using' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['68939469_0', '69576099_6', '70696685_0', '73867631_0']"
4,no viable alternative at input 'id:',"['70183466_0', '70322339_0', '72356857_4', '72356857_10']"
4,"mismatched input '.1' expecting {';', NL}","['71009134_0', '71385097_0', '71394659_0', '71624208_2']"
4,"mismatched input '.18' expecting {'=', ';', NL}","['71385097_0', '71394659_0', '71624208_2', '72338868_0']"
3,"mismatched input ')' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['48065343_4', '48282754_0', '72241013_1']"
3,no viable alternative at input 'msg.sender)',"['48916054_0', '68811499_2', '72516393_0']"
3,"extraneous input '{' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['49613580_0', '56333361_0', '73749265_0']"
3,"mismatched input '.' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['49959824_0', '49959824_1', '63490588_0']"
3,"mismatched input ')' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['51372365_1', '73232746_0', '73670446_1']"
3,"extraneous input 'address' expecting {',', ')'}","['51748576_0', '70033906_1', '70033906_3']"
3,"extraneous input ';' expecting {<EOF>, 'pragma', '~', 'import', 'from', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['51811011_1', '65235689_0', '70793634_0']"
3,"extraneous input '**' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['52582875_0', '70273380_0', '73084220_0']"
3,"extraneous input 'if' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['53308858_0', '71398729_0', '72062858_0']"
3,no viable alternative at input 'Compiling./',"['54125211_0', '68608281_1', '71212620_3']"
3,"mismatched input 'x' expecting {';', NL}","['56352718_0', '63490588_0', '64742970_1']"
3,"mismatched input 'be' expecting {'=', ';', NL}","['56723849_1', '70589555_0', '70808477_0']"
3,"extraneous input 'function' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['60381305_0', '62160329_0', '68776326_1']"
3,"extraneous input '*' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['61102644_2', '70808477_0', '73156471_0']"
3,"mismatched input 'tronWeb' expecting {'{', 'is'}","['61222017_3', '62247259_1', '62247259_6']"
3,"extraneous input '<' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment, NL}","['61425184_1', '69644735_5', '70729665_4']"
3,no viable alternative at input 'constructor{',"['62669838_0', '71542788_1', '73522448_0']"
3,no viable alternative at input 'creationof',"['65231260_1', '70982276_1', '73661638_1']"
3,"mismatched input '.' expecting {'~', 'from', '(', 'error', '[', ']', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['65235689_0', '69777395_0', '70139247_2']"
3,"mismatched input 'payable' expecting {';', NL}","['65800835_0', '65800835_1', '65800835_2']"
3,no viable alternative at input 'uint[]memory',"['66491232_1', '71727003_4', '71727003_5']"
3,"mismatched input ')' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['67036739_1', '67589637_4', '71646570_1']"
3,"mismatched input '.' expecting {'from', '}', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier, NL}","['67384106_0', '69244846_0', '72650969_0']"
3,no viable alternative at input '(uinti',"['67493677_2', '73014541_3', '73024354_1']"
3,"mismatched input '.' expecting {'{', 'returns', ';', NL}","['67884846_1', '69267556_0', '71857503_0']"
3,"mismatched input 'by' expecting {'=', ';', NL}","['68507885_3', '68484713_1', '71666255_2']"
3,"mismatched input ':' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['68507885_3', '68484713_1', '71666255_2']"
3,"mismatched input 'the' expecting {';', NL}","['68507885_3', '68484713_1', '71666255_2']"
3,"mismatched input 'more' expecting {'=', ';', NL}","['68507885_3', '68484713_1', '71666255_2']"
3,"mismatched input 'deploy' expecting {';', NL}","['69644735_5', '70514336_1', '72560937_0']"
3,"mismatched input 'run' expecting {';', NL}","['69927808_0', '69927808_1', '70603320_1']"
3,"mismatched input '.2' expecting {';', NL}","['70603320_1', '72338868_0', '72813941_1']"
3,"mismatched input 'INFO' expecting {'=', ';', NL}","['70952409_0', '71258898_0', '71746449_0']"
3,"extraneous input 'ether' expecting {';', NL}","['70905466_0', '71168049_0', '71168049_1']"
3,"extraneous input '>' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['72067457_0', '72337234_0', '72413453_2']"
3,mismatched input '.' expecting ')',"['72892760_0', '73434613_1', '73917319_1']"
2,"mismatched input 'null' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['37852682_0', '64951267_0']"
2,"mismatched input 'contract' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['42951618_1', '58605003_0']"
2,"mismatched input 'This' expecting {';', NL}","['44179638_3', '44179638_4']"
2,"mismatched input '""""' expecting {';', NL}","['44179638_3', '44179638_4']"
2,no viable alternative at input 'AssertionError:',"['47553562_0', '73939910_0']"
2,"extraneous input '\n' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['48065343_3', '67858933_3']"
2,"extraneous input ';' expecting {'~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['48409082_0', '72890487_0']"
2,"mismatched input 'contract' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['48861734_1', '58605003_0']"
2,"extraneous input 'struct' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier}","['49613580_0', '56333361_0']"
2,"mismatched input 'Solidity' expecting {'=', ';', NL}","['50566843_1', '70459922_0']"
2,"extraneous input '}' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['50746393_0', '68145760_0']"
2,missing ')' at '(',"['51333536_0', '66070059_0']"
2,"extraneous input '(' expecting {',', ')'}","['51372365_1', '71432001_0']"
2,"mismatched input '{' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}","['51811011_1', '73134185_0']"
2,"mismatched input 'function' expecting {';', NL}","['52138753_1', '68427409_0']"
2,"extraneous input 'pragma' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['52582875_0', '69725746_3']"
2,"mismatched input 'this' expecting {';', NL}","['53091920_1', '64863838_3']"
2,"extraneous input 'public' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['53135401_0', '68986989_1']"
2,"extraneous input '\n' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', ',', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['53927032_2', '69285553_0']"
2,"extraneous input 'break' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['54845472_1', '69877319_1']"
2,"mismatched input 'contract' expecting {';', NL}","['54904028_0', '73749265_0']"
2,"extraneous input ')' expecting {<EOF>, 'pragma', '~', 'import', 'from', '{', '}', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'using', 'for', 'struct', 'modifier', 'function', 'event', 'enum', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['55398634_1', '67031948_0']"
2,"mismatched input '\n' expecting {'{', ','}","['55655626_0', '72201766_0']"
2,"mismatched input 'a' expecting {'=', ';', NL}","['56723849_1', '72224409_0']"
2,"mismatched input 'instead' expecting {'=', ';', NL}","['56723849_1', '61102644_2']"
2,"mismatched input '{' expecting {'~', 'from', '(', 'error', '[', ']', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}","['57354628_1', '69644735_5']"
2,"mismatched input ')' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['58375121_0', '66665626_1']"
2,"mismatched input '=' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}","['58605003_0', '73232746_0']"
2,"mismatched input 'socialNetwork' expecting {';', NL}","['59713819_1', '59713819_3']"
2,"mismatched input 'and' expecting {'=', ';', NL}","['59964839_0', '71597113_0']"
2,"extraneous input '/' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}","['60925033_3', '61425184_1']"
2,"extraneous input 'test' expecting {'=', ';', NL}","['60925033_3', '72729085_0']"
2,"extraneous input '>' expecting {<EOF>, 'pragma', '~', 'import', 'from', 'abstract', 'contract', 'interface', 'library', '(', 'error', 'struct', 'function', 'enum', '[', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'fallback', 'receive', Identifier, StringLiteralFragment}","['60925033_3', '69510681_0']"
